Review Rating,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Subscription Status,Payment Method,Shipping Type,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
3.1,37,Female,Boots,57,Massachusetts,M,Silver,Spring,No,Bank Transfer,Standard,Standard,No,No,27,Debit Card,Bi-Weekly
3.3,33,Female,Jacket,24,New York,M,Gold,Fall,No,PayPal,Standard,Standard,No,No,7,Cash,Fortnightly
3.4,33,Female,Scarf,35,Nebraska,M,Magenta,Winter,No,Bank Transfer,Store_Pickup,Store_Pickup,No,No,49,PayPal,Annually
3.8,55,Female,Jacket,73,Oklahoma,M,Red,Winter,No,Cash,Store_Pickup,Store_Pickup,No,No,21,Cash,Annually
3.5,63,Female,Jewelry,42,Oklahoma,M,Green,Winter,No,PayPal,Express,Express,No,No,10,Venmo,Every 3 Months
4.8,52,Female,Hoodie,20,Rhode Island,XL,Red,Winter,No,Credit Card,Store_Pickup,Store_Pickup,No,No,37,PayPal,Weekly
3.9,23,Female,T-shirt,89,Maine,L,Pink,Spring,No,Credit Card,Free_Shipping,Free_Shipping,No,No,9,Bank Transfer,Every 3 Months
3.4,70,Female,Shirt,76,Arkansas,L,Violet,Fall,No,PayPal,Free_Shipping,Free_Shipping,No,No,14,Cash,Bi-Weekly
2.6,64,Female,Shirt,56,New Mexico,M,Indigo,Winter,No,Cash,Express,Express,No,No,30,PayPal,Annually
3.1,22,Female,Coat,100,Hawaii,L,Red,Fall,No,Bank Transfer,Store_Pickup,Store_Pickup,No,No,42,Credit Card,Fortnightly
3.3,46,Female,T-shirt,44,Idaho,M,Violet,Winter,No,Credit Card,Free_Shipping,Free_Shipping,No,No,31,Bank Transfer,Monthly
2.8,65,Female,Hoodie,76,South Carolina,M,Cyan,Spring,No,Credit Card,Standard,Standard,No,No,48,Bank Transfer,Every 3 Months
4.3,18,Female,Sunglasses,97,Nevada,S,Black,Fall,No,Cash,Standard,Standard,No,No,48,Cash,Quarterly
2.7,45,Female,Blouse,39,South Carolina,L,Purple,Spring,No,PayPal,Standard,Standard,No,No,50,Credit Card,Annually
4.4,56,Female,Hoodie,100,Maryland,M,Charcoal,Spring,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,10,Debit Card,Fortnightly
3.9,49,Female,Skirt,62,Tennessee,M,Beige,Spring,No,Credit Card,Free_Shipping,Free_Shipping,No,No,45,PayPal,Every 3 Months
3.0,66,Female,Shorts,98,Arkansas,XL,Teal,Summer,No,Debit Card,Standard,Standard,No,No,27,Debit Card,Quarterly
4.0,27,Female,Jeans,31,Arizona,M,Purple,Summer,No,Credit Card,Standard,Standard,No,No,10,Debit Card,Fortnightly
3.7,69,Female,Jacket,89,Ohio,M,Blue,Fall,No,PayPal,Store_Pickup,Store_Pickup,No,No,19,Credit Card,Quarterly
3.8,66,Female,Hoodie,91,North Dakota,XL,Magenta,Fall,No,Debit Card,Store_Pickup,Store_Pickup,No,No,1,Credit Card,Every 3 Months
3.3,45,Female,Shirt,50,Vermont,S,Maroon,Summer,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,39,Debit Card,Quarterly
3.6,31,Female,T-shirt,32,Minnesota,L,Gold,Winter,No,Venmo,Standard,Standard,No,No,14,Bank Transfer,Monthly
3.9,33,Female,Blouse,67,Idaho,L,Black,Fall,No,Cash,Free_Shipping,Free_Shipping,No,No,40,Venmo,Every 3 Months
3.5,43,Female,Skirt,28,Maryland,M,Black,Spring,No,Bank Transfer,Free_Shipping,Free_Shipping,No,No,45,Venmo,Weekly
3.4,25,Female,Backpack,65,South Carolina,XL,Yellow,Winter,No,Credit Card,Standard,Standard,No,No,6,Venmo,Weekly
4.7,46,Female,Shorts,73,California,M,Turquoise,Fall,No,Venmo,Next_Day_Air,Next_Day_Air,No,No,12,Debit Card,Annually
3.0,67,Female,Shirt,27,Georgia,L,Lavender,Spring,No,Credit Card,Free_Shipping,Free_Shipping,No,No,19,Cash,Monthly
3.9,26,Female,Backpack,89,Vermont,L,Yellow,Summer,No,Venmo,Free_Shipping,Free_Shipping,No,No,5,Cash,Bi-Weekly
4.5,35,Female,Shoes,72,Georgia,L,Olive,Summer,No,Credit Card,Standard,Standard,No,No,37,Venmo,Monthly
4.1,61,Female,Skirt,37,New Jersey,S,Brown,Fall,No,PayPal,Standard,Standard,No,No,33,PayPal,Quarterly
4.5,26,Female,Dress,63,Utah,M,Olive,Summer,No,Venmo,Standard,Standard,No,No,47,Debit Card,Bi-Weekly
4.0,39,Female,Hat,90,Utah,M,Purple,Fall,No,Debit Card,Free_Shipping,Free_Shipping,No,No,49,Debit Card,Quarterly
4.3,69,Female,Handbag,62,North Carolina,M,Yellow,Winter,No,Cash,Two-Day_Shipping,Two-Day_Shipping,No,No,28,Bank Transfer,Annually
3.6,32,Female,Handbag,43,Florida,L,Brown,Fall,No,Debit Card,Express,Express,No,No,23,Venmo,Annually
3.1,20,Female,Blouse,96,Wisconsin,M,Magenta,Fall,No,Credit Card,Next_Day_Air,Next_Day_Air,No,No,11,Bank Transfer,Bi-Weekly
2.6,25,Female,Scarf,83,Tennessee,L,Lavender,Fall,No,Credit Card,Standard,Standard,No,No,33,PayPal,Quarterly
3.4,56,Female,Jewelry,67,Arizona,XL,Teal,Fall,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,47,Cash,Weekly
2.9,63,Female,Skirt,90,Oregon,L,Cyan,Spring,No,Credit Card,Store_Pickup,Store_Pickup,No,No,13,Venmo,Every 3 Months
5.0,34,Female,Hoodie,53,Virginia,L,Pink,Winter,No,Cash,Express,Express,No,No,4,Credit Card,Weekly
4.6,29,Female,Scarf,37,Maryland,M,Magenta,Summer,No,Cash,Standard,Standard,No,No,40,PayPal,Quarterly
3.3,43,Female,Jeans,56,Arkansas,M,Teal,Fall,No,PayPal,Free_Shipping,Free_Shipping,No,No,19,Cash,Monthly
2.9,39,Female,Jacket,43,Texas,M,Indigo,Fall,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,17,Credit Card,Weekly
4.9,33,Female,T-shirt,84,Vermont,S,Pink,Winter,No,Credit Card,Free_Shipping,Free_Shipping,No,No,7,Venmo,Annually
5.0,51,Female,Pants,50,Wyoming,M,Charcoal,Winter,No,Venmo,Two-Day_Shipping,Two-Day_Shipping,No,No,21,Cash,Bi-Weekly
4.5,65,Female,Shoes,88,Alabama,M,Brown,Summer,No,Venmo,Express,Express,No,No,44,PayPal,Weekly
3.7,51,Female,Jacket,50,Maine,M,Blue,Fall,No,Venmo,Free_Shipping,Free_Shipping,No,No,2,Bank Transfer,Weekly
2.8,70,Female,Scarf,80,South Dakota,L,Teal,Summer,No,Cash,Store_Pickup,Store_Pickup,No,No,30,Bank Transfer,Monthly
3.5,40,Female,T-shirt,47,West Virginia,L,Pink,Spring,No,Bank Transfer,Store_Pickup,Store_Pickup,No,No,41,Cash,Annually
3.0,19,Female,Dress,33,Ohio,XL,Magenta,Winter,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,31,Cash,Weekly
4.3,28,Female,Coat,100,Arizona,L,Green,Fall,No,Cash,Standard,Standard,No,No,48,Debit Card,Quarterly
3.6,51,Female,Sweater,26,Ohio,M,White,Summer,No,Cash,Store_Pickup,Store_Pickup,No,No,41,Venmo,Weekly
4.4,32,Female,Hat,79,New Mexico,M,Indigo,Summer,No,Venmo,Standard,Standard,No,No,42,Venmo,Annually
4.1,26,Female,Backpack,77,South Dakota,L,Lavender,Summer,No,Cash,Express,Express,No,No,39,Debit Card,Every 3 Months
2.8,50,Female,Socks,36,Oklahoma,XL,Black,Fall,No,Cash,Next_Day_Air,Next_Day_Air,No,No,15,PayPal,Bi-Weekly
2.8,68,Female,Jewelry,21,Connecticut,L,Charcoal,Winter,No,Venmo,Free_Shipping,Free_Shipping,No,No,3,PayPal,Every 3 Months
4.9,33,Female,Boots,72,Wisconsin,L,Gray,Fall,No,Debit Card,Store_Pickup,Store_Pickup,No,No,28,Bank Transfer,Quarterly
4.1,56,Female,Coat,25,New Hampshire,M,Gold,Spring,No,Credit Card,Express,Express,No,No,27,PayPal,Bi-Weekly
3.0,57,Female,Sweater,79,Nebraska,M,Silver,Spring,No,Credit Card,Store_Pickup,Store_Pickup,No,No,36,Debit Card,Annually
3.0,58,Female,Blouse,73,Nevada,L,Teal,Summer,No,Bank Transfer,Store_Pickup,Store_Pickup,No,No,42,Debit Card,Monthly
3.0,40,Female,Belt,71,New York,M,Magenta,Spring,No,Credit Card,Store_Pickup,Store_Pickup,No,No,30,Venmo,Weekly
3.2,37,Female,Hat,48,Pennsylvania,M,Magenta,Winter,No,Cash,Next_Day_Air,Next_Day_Air,No,No,9,PayPal,Weekly
2.7,36,Female,Sandals,28,Delaware,M,Beige,Fall,No,Debit Card,Store_Pickup,Store_Pickup,No,No,25,Venmo,Monthly
3.8,29,Female,Boots,95,Mississippi,S,Maroon,Winter,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,33,PayPal,Quarterly
3.5,65,Female,Jacket,48,Iowa,M,Indigo,Winter,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,31,Credit Card,Monthly
3.8,44,Female,Dress,93,Utah,S,Maroon,Spring,No,Venmo,Next_Day_Air,Next_Day_Air,No,No,35,Debit Card,Monthly
3.8,34,Female,Jeans,87,Maryland,L,Teal,Summer,No,Cash,Two-Day_Shipping,Two-Day_Shipping,No,No,46,Bank Transfer,Monthly
3.4,31,Female,Shorts,32,Utah,L,Yellow,Fall,No,Venmo,Express,Express,No,No,29,Bank Transfer,Annually
2.9,28,Female,Shirt,38,Rhode Island,M,Gold,Spring,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,49,Bank Transfer,Weekly
3.4,66,Female,Coat,54,Maryland,M,Teal,Fall,No,Debit Card,Free_Shipping,Free_Shipping,No,No,27,Credit Card,Monthly
4.7,68,Female,Coat,75,Hawaii,S,Violet,Summer,No,Bank Transfer,Store_Pickup,Store_Pickup,No,No,5,Bank Transfer,Every 3 Months
3.9,37,Female,T-shirt,56,Connecticut,M,Yellow,Fall,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,18,Venmo,Monthly
3.6,58,Female,Sweater,43,Illinois,S,Maroon,Fall,No,Debit Card,Store_Pickup,Store_Pickup,No,No,31,Venmo,Weekly
3.7,28,Female,Skirt,97,California,M,Silver,Fall,No,Cash,Free_Shipping,Free_Shipping,No,No,27,Cash,Fortnightly
3.1,54,Female,Blouse,75,Connecticut,S,Violet,Summer,No,Venmo,Free_Shipping,Free_Shipping,No,No,19,Cash,Annually
4.9,21,Female,Sneakers,55,Colorado,L,White,Summer,No,Venmo,Next_Day_Air,Next_Day_Air,No,No,33,Cash,Fortnightly
2.6,45,Female,Backpack,49,Colorado,M,Black,Winter,No,Debit Card,Next_Day_Air,Next_Day_Air,No,No,42,PayPal,Every 3 Months
4.2,57,Female,Socks,58,Georgia,M,White,Summer,No,Cash,Standard,Standard,No,No,16,Bank Transfer,Weekly
4.8,47,Female,Jewelry,34,North Dakota,M,Blue,Winter,No,Debit Card,Free_Shipping,Free_Shipping,No,No,49,Debit Card,Every 3 Months
2.7,46,Female,Shorts,43,Idaho,S,Black,Summer,No,Cash,Two-Day_Shipping,Two-Day_Shipping,No,No,40,Venmo,Bi-Weekly
2.6,63,Female,Jewelry,48,Connecticut,L,Olive,Fall,No,Venmo,Next_Day_Air,Next_Day_Air,No,No,5,Cash,Annually
2.6,44,Female,Sweater,40,Montana,M,Teal,Spring,No,PayPal,Free_Shipping,Free_Shipping,No,No,8,Bank Transfer,Monthly
3.1,36,Female,Shirt,29,Colorado,L,Silver,Summer,No,Debit Card,Standard,Standard,No,No,2,Debit Card,Annually
2.6,24,Female,Pants,81,Kentucky,M,Pink,Fall,No,Credit Card,Free_Shipping,Free_Shipping,No,No,14,Debit Card,Weekly
3.4,65,Female,Hoodie,84,New Mexico,M,Charcoal,Spring,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,5,Bank Transfer,Fortnightly
3.6,32,Female,Socks,46,New Jersey,M,Silver,Summer,No,PayPal,Standard,Standard,No,No,34,Venmo,Monthly
4.3,63,Female,Dress,86,California,L,Turquoise,Summer,No,Venmo,Next_Day_Air,Next_Day_Air,No,No,13,Bank Transfer,Annually
4.9,62,Female,Blouse,57,North Dakota,XL,Turquoise,Winter,No,Credit Card,Free_Shipping,Free_Shipping,No,No,31,Venmo,Annually
4.8,19,Female,Skirt,61,Florida,L,Beige,Winter,No,Debit Card,Store_Pickup,Store_Pickup,No,No,43,PayPal,Quarterly
4.2,38,Female,Backpack,90,Texas,M,Cyan,Winter,No,Credit Card,Free_Shipping,Free_Shipping,No,No,6,Bank Transfer,Annually
2.6,59,Female,Blouse,51,Oklahoma,L,Gold,Winter,No,Credit Card,Store_Pickup,Store_Pickup,No,No,23,Credit Card,Bi-Weekly
3.2,22,Female,Socks,48,Rhode Island,XL,Silver,Spring,No,Debit Card,Standard,Standard,No,No,10,PayPal,Weekly
3.4,55,Female,Boots,50,Arkansas,M,Purple,Summer,No,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,No,No,47,Credit Card,Every 3 Months
3.5,29,Female,Backpack,82,Nevada,M,Yellow,Summer,No,Bank Transfer,Next_Day_Air,Next_Day_Air,No,No,14,Credit Card,Bi-Weekly
4.2,42,Female,Hat,33,Utah,L,Blue,Spring,No,Credit Card,Free_Shipping,Free_Shipping,No,No,29,PayPal,Weekly
2.8,23,Female,Sandals,28,Kentucky,L,Blue,Winter,No,Debit Card,Express,Express,No,No,12,Cash,Bi-Weekly
5.0,70,Female,Hoodie,42,Wisconsin,L,Green,Spring,No,Venmo,Two-Day_Shipping,Two-Day_Shipping,No,No,25,Debit Card,Quarterly
3.3,64,Female,Sunglasses,43,Minnesota,M,Charcoal,Fall,No,Credit Card,Store_Pickup,Store_Pickup,No,No,21,Venmo,Annually
3.7,39,Female,Jeans,55,North Dakota,M,Violet,Winter,No,PayPal,Free_Shipping,Free_Shipping,No,No,23,Credit Card,Monthly
2.5,47,Female,T-shirt,73,Ohio,XL,Black,Winter,No,Venmo,Free_Shipping,Free_Shipping,No,No,10,PayPal,Monthly
3.2,22,Female,Dress,39,Nevada,M,Teal,Spring,No,Bank Transfer,Standard,Standard,No,No,47,Credit Card,Monthly
3.1,69,Female,Belt,20,Kentucky,S,Orange,Spring,No,Credit Card,Free_Shipping,Free_Shipping,No,No,44,Debit Card,Every 3 Months
3.5,35,Female,Jewelry,32,Kentucky,S,Brown,Spring,No,Cash,Standard,Standard,No,No,41,Venmo,Annually
4.6,56,Female,Hoodie,86,Montana,L,Green,Summer,No,Debit Card,Standard,Standard,No,No,29,Bank Transfer,Monthly
3.3,30,Female,Blouse,91,Delaware,M,Silver,Summer,No,Credit Card,Free_Shipping,Free_Shipping,No,No,2,Venmo,Every 3 Months
2.5,43,Female,Jacket,59,Montana,L,Violet,Fall,No,Credit Card,Free_Shipping,Free_Shipping,No,No,2,Cash,Fortnightly
4.6,23,Female,Sneakers,33,New Jersey,XL,Peach,Summer,No,Credit Card,Express,Express,No,No,29,Credit Card,Annually
4.2,50,Female,Boots,64,Nebraska,M,Gold,Spring,No,PayPal,Two-Day_Shipping,Two-Day_Shipping,No,No,22,Bank Transfer,Fortnightly
4.0,41,Female,Blouse,67,Maryland,XL,Violet,Winter,No,Bank Transfer,Standard,Standard,No,No,23,Cash,Bi-Weekly
2.6,41,Female,Blouse,43,Alabama,L,Olive,Winter,No,Credit Card,Free_Shipping,Free_Shipping,No,No,46,Credit Card,Quarterly
4.6,27,Female,Boots,32,North Carolina,S,Orange,Spring,No,Debit Card,Standard,Standard,No,No,19,PayPal,Bi-Weekly
3.5,38,Female,Scarf,39,Delaware,S,Teal,Spring,No,Venmo,Two-Day_Shipping,Two-Day_Shipping,No,No,24,Credit Card,Every 3 Months
4.0,41,Female,Sandals,41,Iowa,M,Gray,Spring,No,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,No,No,43,Venmo,Monthly
4.8,58,Female,Sunglasses,53,New York,L,Black,Winter,No,PayPal,Standard,Standard,No,No,14,Debit Card,Fortnightly
3.9,58,Female,Coat,27,Virginia,M,Indigo,Spring,No,PayPal,Standard,Standard,No,No,7,Venmo,Annually
3.7,19,Female,Sunglasses,82,Maryland,XL,Lavender,Summer,No,Cash,Next_Day_Air,Next_Day_Air,No,No,50,PayPal,Bi-Weekly
3.1,43,Female,Blouse,87,Texas,M,Beige,Winter,No,Debit Card,Store_Pickup,Store_Pickup,No,No,15,Debit Card,Every 3 Months
3.0,27,Female,Backpack,78,Louisiana,M,Indigo,Winter,No,Bank Transfer,Next_Day_Air,Next_Day_Air,No,No,40,Credit Card,Every 3 Months
2.9,32,Female,Belt,32,Mississippi,M,Blue,Summer,No,Bank Transfer,Store_Pickup,Store_Pickup,No,No,41,Credit Card,Monthly
2.9,28,Female,Socks,38,Ohio,XL,Orange,Fall,No,Debit Card,Next_Day_Air,Next_Day_Air,No,No,34,Venmo,Quarterly
4.0,48,Female,Shoes,37,Oregon,M,Yellow,Winter,No,Cash,Standard,Standard,No,No,27,Cash,Bi-Weekly
3.5,43,Female,Coat,83,Wyoming,L,Cyan,Winter,No,Debit Card,Express,Express,No,No,12,Cash,Every 3 Months
3.8,45,Female,Sweater,72,Pennsylvania,M,Yellow,Fall,No,PayPal,Express,Express,No,No,1,Debit Card,Bi-Weekly
4.5,26,Female,Shirt,30,Oregon,M,Cyan,Fall,No,Credit Card,Express,Express,No,No,39,Debit Card,Bi-Weekly
2.7,62,Female,Shorts,66,Oklahoma,M,Green,Winter,No,Credit Card,Express,Express,No,No,13,Credit Card,Bi-Weekly
2.9,58,Female,Shirt,45,Colorado,XL,White,Winter,No,Cash,Store_Pickup,Store_Pickup,No,No,50,Venmo,Annually
4.9,19,Female,Sunglasses,73,New York,S,Black,Fall,No,Credit Card,Free_Shipping,Free_Shipping,No,No,36,Cash,Weekly
3.8,64,Female,Shoes,67,Minnesota,L,Charcoal,Winter,No,Bank Transfer,Standard,Standard,No,No,31,Debit Card,Monthly
4.9,33,Female,Sunglasses,72,Texas,XL,Brown,Spring,No,Venmo,Free_Shipping,Free_Shipping,No,No,3,Debit Card,Bi-Weekly
4.6,20,Female,Handbag,24,Wisconsin,M,Cyan,Fall,No,Venmo,Standard,Standard,No,No,11,Cash,Fortnightly
3.5,45,Female,Sunglasses,68,Kentucky,L,Beige,Winter,No,Venmo,Express,Express,No,No,16,PayPal,Quarterly
4.2,28,Female,Shirt,70,Pennsylvania,M,Magenta,Spring,No,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,No,No,12,Cash,Quarterly
3.7,47,Female,Shirt,64,Rhode Island,L,Indigo,Winter,No,Bank Transfer,Free_Shipping,Free_Shipping,No,No,37,Debit Card,Every 3 Months
2.8,54,Female,Sweater,91,Illinois,M,Maroon,Spring,No,Cash,Store_Pickup,Store_Pickup,No,No,43,Credit Card,Every 3 Months
4.8,64,Female,Handbag,82,Maryland,M,Gray,Winter,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,9,Cash,Weekly
2.7,45,Female,Shirt,24,Missouri,M,Black,Summer,No,Debit Card,Express,Express,No,No,15,Venmo,Bi-Weekly
3.6,40,Female,Jewelry,80,Alabama,L,Yellow,Spring,No,Venmo,Store_Pickup,Store_Pickup,No,No,17,Credit Card,Weekly
4.5,31,Female,Socks,53,Maine,XL,White,Winter,No,Debit Card,Next_Day_Air,Next_Day_Air,No,No,42,Venmo,Fortnightly
4.0,38,Female,T-shirt,50,Mississippi,M,Orange,Spring,No,Credit Card,Free_Shipping,Free_Shipping,No,No,14,Venmo,Monthly
4.5,36,Female,Jewelry,31,Alabama,M,Magenta,Fall,No,Cash,Two-Day_Shipping,Two-Day_Shipping,No,No,49,Credit Card,Bi-Weekly
3.9,65,Female,Backpack,88,Alaska,L,Black,Spring,No,Credit Card,Express,Express,No,No,3,PayPal,Quarterly
3.8,27,Female,Hat,52,Illinois,M,Brown,Summer,No,Credit Card,Standard,Standard,No,No,28,Venmo,Monthly
4.7,38,Female,Gloves,22,Idaho,M,Orange,Fall,No,Bank Transfer,Next_Day_Air,Next_Day_Air,No,No,41,Bank Transfer,Quarterly
4.6,58,Female,Sneakers,27,North Carolina,XL,Gray,Spring,No,Debit Card,Standard,Standard,No,No,11,Venmo,Weekly
3.6,31,Female,Skirt,34,Washington,M,White,Spring,No,Debit Card,Express,Express,No,No,46,PayPal,Weekly
4.3,28,Female,Handbag,39,West Virginia,M,White,Spring,No,Debit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,15,Credit Card,Weekly
3.0,28,Female,Sunglasses,53,Maine,M,Violet,Fall,No,Cash,Standard,Standard,No,No,15,Cash,Monthly
4.3,32,Female,Sweater,46,Kentucky,M,Beige,Winter,No,PayPal,Express,Express,No,No,34,Venmo,Weekly
4.8,61,Female,Handbag,85,Massachusetts,L,Beige,Summer,No,Venmo,Next_Day_Air,Next_Day_Air,No,No,13,Cash,Monthly
3.7,38,Female,Skirt,86,Pennsylvania,L,Purple,Spring,No,Bank Transfer,Free_Shipping,Free_Shipping,No,No,27,PayPal,Monthly
2.6,54,Female,Socks,63,Hawaii,M,Brown,Summer,No,Cash,Free_Shipping,Free_Shipping,No,No,37,Bank Transfer,Weekly
3.4,29,Female,Shirt,44,Virginia,M,Orange,Spring,No,Debit Card,Standard,Standard,No,No,37,Credit Card,Monthly
3.9,50,Female,Sneakers,95,New York,XL,Cyan,Summer,No,Cash,Free_Shipping,Free_Shipping,No,No,4,Venmo,Every 3 Months
4.8,32,Female,Belt,49,Delaware,M,Charcoal,Summer,No,Venmo,Free_Shipping,Free_Shipping,No,No,1,Credit Card,Every 3 Months
2.8,38,Female,Pants,77,Hawaii,L,Purple,Spring,No,Credit Card,Free_Shipping,Free_Shipping,No,No,29,Bank Transfer,Quarterly
4.4,52,Female,Jewelry,63,Nebraska,L,Peach,Spring,No,Venmo,Standard,Standard,No,No,50,Venmo,Annually
3.1,61,Female,Pants,83,Vermont,M,Violet,Winter,No,Credit Card,Standard,Standard,No,No,38,Debit Card,Bi-Weekly
3.8,25,Female,Jewelry,93,Iowa,M,Peach,Spring,No,Credit Card,Store_Pickup,Store_Pickup,No,No,15,PayPal,Annually
4.1,22,Female,Jeans,91,Iowa,S,Maroon,Winter,No,Bank Transfer,Two-Day_Shipping,Two-Day_Shipping,No,No,44,Debit Card,Every 3 Months
4.6,47,Female,Scarf,99,Arkansas,L,Maroon,Fall,No,Credit Card,Free_Shipping,Free_Shipping,No,No,14,Cash,Weekly
4.9,50,Female,Belt,24,Alabama,M,Peach,Spring,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,5,Debit Card,Monthly
4.8,45,Female,Dress,82,Maryland,M,Silver,Summer,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,11,Credit Card,Annually
3.9,33,Female,T-shirt,28,South Dakota,M,Indigo,Winter,No,PayPal,Express,Express,No,No,15,Credit Card,Annually
2.6,42,Female,Boots,67,Vermont,M,Silver,Winter,No,Venmo,Free_Shipping,Free_Shipping,No,No,46,Credit Card,Annually
3.7,52,Female,Dress,88,Montana,M,Olive,Fall,No,PayPal,Standard,Standard,No,No,30,Venmo,Monthly
4.7,69,Female,Jewelry,70,South Dakota,S,Gray,Fall,No,Cash,Standard,Standard,No,No,2,Cash,Annually
4.5,55,Female,Skirt,100,Ohio,M,Black,Summer,No,Venmo,Standard,Standard,No,No,28,PayPal,Monthly
4.7,38,Female,Handbag,28,Texas,L,Maroon,Summer,No,PayPal,Free_Shipping,Free_Shipping,No,No,9,PayPal,Quarterly
3.6,57,Female,Coat,48,Indiana,S,Olive,Spring,No,Venmo,Standard,Standard,No,No,47,Credit Card,Weekly
2.8,33,Female,Hoodie,43,New Hampshire,S,Gold,Fall,No,Credit Card,Free_Shipping,Free_Shipping,No,No,21,Debit Card,Bi-Weekly
4.0,57,Female,Pants,40,California,L,Pink,Fall,No,PayPal,Express,Express,No,No,42,Credit Card,Every 3 Months
3.6,52,Female,Boots,97,Maine,M,Brown,Spring,No,Debit Card,Free_Shipping,Free_Shipping,No,No,28,Credit Card,Weekly
3.8,44,Female,Coat,25,Ohio,S,White,Fall,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,13,Venmo,Fortnightly
4.4,48,Female,Scarf,45,Delaware,M,Blue,Summer,No,Bank Transfer,Standard,Standard,No,No,25,PayPal,Fortnightly
2.8,52,Female,Boots,49,Oklahoma,L,Orange,Fall,No,Cash,Store_Pickup,Store_Pickup,No,No,38,Debit Card,Every 3 Months
3.4,34,Female,Sneakers,36,Indiana,L,Silver,Summer,No,Cash,Free_Shipping,Free_Shipping,No,No,40,Venmo,Annually
4.9,26,Female,Sweater,48,South Carolina,S,Gray,Fall,No,Cash,Express,Express,No,No,25,Cash,Every 3 Months
4.3,36,Female,Belt,62,Vermont,S,Blue,Fall,No,Bank Transfer,Next_Day_Air,Next_Day_Air,No,No,20,Cash,Every 3 Months
3.4,24,Female,Jewelry,74,Kansas,M,White,Winter,No,Bank Transfer,Free_Shipping,Free_Shipping,No,No,44,Credit Card,Bi-Weekly
3.9,30,Female,Handbag,100,Utah,L,Yellow,Fall,No,Credit Card,Next_Day_Air,Next_Day_Air,No,No,9,PayPal,Every 3 Months
4.2,31,Female,Jacket,39,New York,S,Indigo,Fall,No,Venmo,Free_Shipping,Free_Shipping,No,No,11,Venmo,Every 3 Months
2.7,25,Female,Boots,65,Indiana,M,Blue,Summer,No,PayPal,Store_Pickup,Store_Pickup,No,No,3,Bank Transfer,Fortnightly
4.1,57,Female,Sneakers,99,Tennessee,XL,Peach,Summer,No,Cash,Store_Pickup,Store_Pickup,No,No,34,Credit Card,Weekly
4.5,61,Female,Scarf,68,Georgia,XL,Lavender,Winter,No,PayPal,Two-Day_Shipping,Two-Day_Shipping,No,No,48,Cash,Every 3 Months
2.8,30,Female,Coat,97,Nebraska,M,Silver,Summer,No,Debit Card,Express,Express,No,No,28,Cash,Fortnightly
3.4,38,Female,Shorts,47,Washington,L,Gold,Winter,No,PayPal,Standard,Standard,No,No,20,Venmo,Annually
3.9,53,Female,Shorts,56,Idaho,S,Cyan,Spring,No,Credit Card,Free_Shipping,Free_Shipping,No,No,49,Bank Transfer,Fortnightly
2.6,31,Female,Jeans,91,Louisiana,L,Olive,Fall,No,PayPal,Next_Day_Air,Next_Day_Air,No,No,14,PayPal,Weekly
4.4,70,Female,Gloves,93,New Jersey,L,Teal,Fall,No,Cash,Two-Day_Shipping,Two-Day_Shipping,No,No,9,Bank Transfer,Monthly
4.9,21,Female,Pants,36,Delaware,L,Pink,Winter,No,PayPal,Standard,Standard,No,No,37,Venmo,Annually
3.6,33,Female,Dress,45,Wisconsin,M,Orange,Summer,No,Venmo,Store_Pickup,Store_Pickup,No,No,4,Credit Card,Weekly
2.8,60,Female,Pants,44,West Virginia,M,Charcoal,Winter,No,Venmo,Two-Day_Shipping,Two-Day_Shipping,No,No,1,Credit Card,Quarterly
4.3,45,Female,Gloves,32,Texas,L,Red,Spring,No,PayPal,Two-Day_Shipping,Two-Day_Shipping,No,No,36,Debit Card,Bi-Weekly
3.0,46,Female,Belt,36,Hawaii,S,Teal,Summer,No,Venmo,Express,Express,No,No,21,Cash,Bi-Weekly
3.3,62,Female,Belt,85,Arizona,S,Silver,Summer,No,Credit Card,Two-Day_Shipping,Two-Day_Shipping,No,No,16,Credit Card,Monthly
2.5,63,Female,Skirt,36,Louisiana,L,Black,Winter,No,Debit Card,Store_Pickup,Store_Pickup,No,No,42,Cash,Monthly
